

"DOTA_Tooltip_ability_first_test"	"英雄技能-初阶"
"DOTA_Tooltip_ability_Advanced_Dual_Breath_Description"	"向前方喷出寒冰与火焰，造成每秒伤害与减速效果。<br><br>【极热】每秒会造成敌方当前生命值1.5%%的伤害，但最大值为自身最大魔法值的20%%。<br><br>【极寒】在负面效果下每秒都会使攻速额外降低2，移动速度额外降低4。"
"DOTA_Tooltip_ability_Advanced_Dual_Breath_damage_per_second"	"每秒伤害："
"DOTA_Tooltip_ability_Advanced_Dual_Breath_intelligence_index"	"伤害智力乘数："
"DOTA_Tooltip_ability_Advanced_Dual_Breath_move_slow"	"移动减缓："
"DOTA_Tooltip_ability_Advanced_Dual_Breath_attack_speed_slow"	"攻速减缓："
"DOTA_Tooltip_ability_Advanced_Dual_Breath_slow_boost"	"减缓增益："
"DOTA_Tooltip_ability_Advanced_Dual_Breath_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Ice_Path"	"高阶冰封路径"
"DOTA_Tooltip_ability_Advanced_Ice_Path_Description"	"在指定方向创造一道冰封之路，对触及的敌人的造成冰属性伤害与眩晕。<br><br>【碎冰】碎冰插入敌人的体内，被眩晕期间受寒，减少%bonus_damage%% 魔法抗性。<br><br>【巨型冰川】这个技能不再受到施法距离修正且可以开启自动施法：魔法消耗增加%auto_mana_index%% ，冰封路径将在你的左右两侧额外生成一次，其长度+50%%。"
"DOTA_Tooltip_ability_Advanced_Ice_Path_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Ice_Path_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Ice_Path_path_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Ice_Path_Lore"	"天寒地冻，千里冰封，在此处，冰之长路被人为制造了。"
"DOTA_Tooltip_ability_Advanced_Ice_Path_Note0"	"<font color='#606060'>多道冰路命中时，额外的冰路只会造成30%%伤害。</font>"

"DOTA_Tooltip_ability_Advanced_Liquid_Frost"	"高阶液态冰"
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_Description"	"对目标吐出一团液态冰，也可以将寒冰附魔到攻击中，对范围内敌人造成冻伤效果，受到伤害提升，并减少移动速度。\n【流动】被主状态影响的敌人会每2秒会将次级特效传播到周围500范围的单位，造成双倍持续时间，但一半效果。\n【寒气加剧】寒冰附着于敌人体表，10秒内累计受到最大生命值10%%的伤害时凝结一朵冰花，冻结300范围内的敌人0.5秒。这个效果次级特效不继承，仅受50%%状态抗性影响。"
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_Lore"	"液态冰是处于过冷态，只须少量成核剂就能促进它转化成冰的水，而加持了魔力的液态冰，在适当运用下可以瞬间扭转局势。"
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_Note0"	"额外的说明：<br>施法距离和攻击距离相同。<br>【寒气加剧】状态可被驱散，但冻结效果仅强驱散，驱散后伤害计数会消失。每个液态冰只能触发一次，添加状态或刷新状态时会重置触发开关。<br>不受状态抗性影响。<br>"
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_move_slow"	"移动减缓："
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_bonus_damage"	"%伤害增益："
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_effect_number"	"影响数量："
"DOTA_Tooltip_ability_Advanced_Liquid_Frost_duration"	"持续时间："

"DOTA_Tooltip_ability_Advanced_Macropyre"	"高阶烈焰焚身"
"DOTA_Tooltip_ability_Advanced_Macropyre_Description"	"朝指定方向制造出一道烈焰，持续对路径上的敌人造成伤害。<br><br>【不死人的遗骨】区域内每有一个敌人，火焰伤害提升3%%（线性），如果敌人在火焰中死亡，释放者在接下来10秒内的造成的该技能的伤害提升4.5%%。<br><br>【传火】区域中每死亡一个敌人，将化为柴薪，使烈焰的存在时间提升0.5秒。奖励时间最多35秒"
"DOTA_Tooltip_ability_Advanced_Macropyre_Lore"	"在久远之前，世界本是一片混沌，不分天地，只有大树、不朽的古龙和灰色的岩石，一切均笼罩在一片浓雾之中。然而某一天，某棵大树的底下出现了最初的火炉，这样世界上就有了光与暗，然后受到火的吸引，有生物从黑暗之中诞生。"
"DOTA_Tooltip_ability_Advanced_Macropyre_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Macropyre_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Macropyre_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Malefice"	"高阶憎恶"
"DOTA_Tooltip_ability_Advanced_Malefice_Description"	"给指定单位施加一个状态，每隔一段时间使以目标为中心的敌方会受到伤害并被眩晕。携带憎恶的单位死亡时，返还憎恶%cd_reduce%秒冷却时间。<br><br>【奇点】每次产生作用时会在目标坐标产生一个300影响范围的小型黑洞，缓慢牵引周围的单位，持续1.5秒，这个黑洞不会造成眩晕。<br><br>【失实】主目标每次受到作用时会产生一个施法者的幻象攻击他，每次造成该技能伤害的一半，存在5秒，倒影的攻击速度跟自身有关，但最快为0.5秒一次。"
"DOTA_Tooltip_ability_Advanced_Malefice_Lore"	"黑洞是时空曲率大到光都无法从其事件视界逃脱的天体，人造的黑洞虽然不及自然形成黑洞的千分之一的重力，但击溃敌军足以，又不至于反噬自身。"
"DOTA_Tooltip_ability_Advanced_Malefice_effect_radius"	"生效范围："
"DOTA_Tooltip_ability_Advanced_Malefice_total_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Malefice_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_Advanced_Malefice_effect_interval"	"生效间隔："
"DOTA_Tooltip_ability_Advanced_Malefice_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Malefice_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Malefice_Note0"	"额外的说明：<br>添加状态后的瞬间会触发第一次效果。"

"DOTA_Tooltip_ability_Advanced_Demonic_Conversion"	"高阶恶魔转换"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_Description"	"将友军一部分能量转化为谜团的碎片，这些虚灵由施法者操控。在经过%attacks_to_split%次成功的攻击后，虚灵会分裂且恢复生命值。<br><br>【分则能成】分裂次数加1.<br><br>【太初之能】虚灵从虚空中汲取能量，每秒提升攻击力与移动速度1.5%。"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_Lore"	"太古之初，世界只有混沌，但隐藏在混沌之中的能量，将在日后与秩序的光之能互相融合，创造出万物。"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_Note0"	"额外的说明：<br><font color=\"#d9534f\">最大同时召唤数量为20（仅使用技能时清除）</font><br>属性继承类型：汲取继承<br>此类继承方式会从目标单位上获得属性加成，通常比较高。<br>虚灵碎片攻击速度为每秒一下，基础护甲为0，继承目标单位的百分比生命，魔法，攻击力与护甲。<br>吸取的友军属性不可驱散，是在施法时获取的值，不会随着之后的属性变化变动。&nbsp;<br><br>&nbsp;分裂后，子类存在时间为父类的剩余时间加上15秒，不可分裂。<br><br><font color=\"#5bc0de\">受到50%%召唤强度与召唤时间增强影响。</font><br>"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_basic_heal"	"基础生命值："
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_basic_damage"	"基础攻击力："
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_bonus_attribute_percentage"	"%吸取属性："
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_allied_attribute_loss"	"%目标属性损失："
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_allied_recovery_time"	"恢复时间："
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_duration"	"存续时间："

"DOTA_Tooltip_ability_Advanced_Black_Hole"	"高阶黑洞"
"DOTA_Tooltip_ability_Advanced_Black_Hole_Description"	"持续施法-召唤一个强引力漩涡吸引大范围的敌人，施加控制并伤害区域内的敌人。\n【不测之渊 】漩涡的作用范围将受到施法者的智力影响，每点智力提升2点作用范围.\n【巨型黑洞】当额外的提升效果超过500点后，会转化为巨型黑洞，造成双倍伤害。"
"DOTA_Tooltip_ability_Advanced_Black_Hole_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Black_Hole_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Black_Hole_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Black_Hole_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Black_Hole_Lore"	"或许位于黑洞边缘呆上几个小时，外界就已经经过了23年。"
"DOTA_Tooltip_ability_Advanced_Nether_Blast"	"高阶幽冥爆轰"
"DOTA_Tooltip_ability_Advanced_Nether_Blast_Description"	"经过短暂延迟后轰击一片区域，造成伤害。\n【虚无冲击】直接伤害敌人的灵魂，伤害敌人前会降低目标50%%的魔法抗性，并在造成伤害后移除。\n【销魂夺魄】夺取敌人的魔法抗性，在伤害造成之前抽取其5%%的魔法抗性，并增加自身2%%的抗性。这个效果对敌人可以叠加3次，对自己可以叠加15次，每次叠加刷新时间，持续10秒。"
"DOTA_Tooltip_ability_Advanced_Nether_Blast_Lore"	"魔能之水将会夺走生物的灵魂，将他们引渡到死亡之域。"
"DOTA_Tooltip_ability_Advanced_Nether_Blast_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Nether_Blast_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Nether_Blast_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Nether_Blast_Note0"	"额外的说明：<br>【虚无冲击】造成的魔法抗性削减是一个可继承的效果，如果使用该技能造成伤害时触发了某些效果，例如造成伤害附加额外伤害，那么这个伤害继承魔法抗性削减的效果。<br>【销魂夺魄】造成的魔法抗性抽取在造成伤害之后附加。"
"DOTA_Tooltip_ability_Advanced_Decrepify"	"高阶衰老"
"DOTA_Tooltip_ability_Advanced_Decrepify_Description"	"使目标进入虚无，对物理伤害免疫，且缴械，造成减速，受到额外的魔法伤害。<br><br>【极速衰老】目标会迅速衰老，状态持续期间每经过0.5秒额外降低4%%魔法抗性，最高叠加至40%%。这个状态在主状态结束后还将持续5秒。<br><br>【灵魂置换】施法时会搜寻目标周围1000范围内的所有友军，将由与此技能造成的魔法抗性削减同等的数值置换给搜寻到的友军单位中，护甲最高的单位，这个状态在主状态结束后还将持续5秒，保留主状态提供的增益。"
"DOTA_Tooltip_ability_Advanced_Decrepify_magic_resistance_reduce"	"%魔法抗性降低："
"DOTA_Tooltip_ability_Advanced_Decrepify_move_slow"	"移速降低："
"DOTA_Tooltip_ability_Advanced_Decrepify_duration_basic"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Decrepify_Note0"	"额外的说明：<br>对友方单位使用不会造成魔法抗性降低与减速，也不会触发次级特效，仅造成物理免疫与缴械。<br>该技能的状态都可以被净化。"
"DOTA_Tooltip_ability_Advanced_Decrepify_Lore"	"失去了肉体的灵魂将在虚无之中飘荡，当它们发现一个强大的肉身时会迫不及待的想进入这具身体。"
"DOTA_Tooltip_ability_Advanced_Nether_Ward"	"高级幽冥守卫"
"DOTA_Tooltip_ability_Advanced_Nether_Ward_Description"	"放置一个幽冥守卫，附近的敌人将每秒受到伤害且损失魔力。<br><br>守卫单位在受到治疗时只回复2点生命值。<br><br>【幽冥魂能】当敌人使用法术时，会对其造成智力*4的伤害。<br><br>【幽冥静默】触发【幽冥魂能】时，有20%增幅威力，造成2倍伤害，并沉默敌人5秒打断持续施法。【是否可驱散：弱驱散】"
"DOTA_Tooltip_ability_Advanced_Nether_Ward_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Nether_Ward_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Nether_Ward_mana_loss_intelligence_index"	"每秒魔法流失智力乘数："
"DOTA_Tooltip_ability_Advanced_Nether_Ward_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Nether_Ward_duration"	"持续时间："

"DOTA_Tooltip_ability_Advanced_Life_Drain"	"高阶生命汲取"
"DOTA_Tooltip_ability_Advanced_Life_Drain_Description"	"抓取一个敌人，持续汲取生命，同时恢复等量生命值，当自身生命值已满时，缓慢恢复魔法值，速率为伤害的<font color=\"#d9534f\">5%%</font>。可以对友军释放，将生命传递给他们。\n【多重化】持持续施法期间每1.5秒增加一个次级目标，次级目标只能作用剩余持续施法时间但最多5秒，但主目标断开后不受影响。\n【魂吸】持续施法期间目标的魔法抗性减少<font color=\"#d9534f\">20%%</font>，该效果被【多重化】继承。<font color=\"#d9534f\">【是否可驱散：不可】</font>"
"DOTA_Tooltip_ability_Advanced_Nether_Ward_Lore"	"无穷无尽的能量在幽冥之力面前将沦为鸡肋。"
"DOTA_Tooltip_ability_Advanced_Life_Drain_Lore"	"即使肉体强大，只要对其灵魂下手，便可以弱胜强。"
"DOTA_Tooltip_ability_Advanced_Life_Drain_Note0"	"额外的说明：<br><br>目标生命值回满后会自动断开。<br>丢失目标视野或者施法被打断或目标距离自己超过1500距离自动断开。<br>对友军释放时不会有次级特效（包括高阶等级的提升），对自己的伤害为纯粹，同时速率会降为一半，友军生命回满断开施法。<br>生命回复视为治疗。"
"DOTA_Tooltip_ability_Advanced_Life_Drain_health_drain"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_Life_Drain_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Impetus"	"高阶推进"
"DOTA_Tooltip_ability_Advanced_Impetus_Description"	"在攻击中赋予魔力，根据距离造成额外伤害。<br><font color=\"#777777\">该技能书可由击败对应的拥有该技能的boss掉落</font><br>\n【远程打击】增加150攻击距离\n【自然打击】每次攻击有30%%概率使本次攻击的计算距离增加400."
"DOTA_Tooltip_ability_Advanced_Impetus_Lore"	"在攻击中附带魔力的攻击方式并不少见，但使箭矢在空气中汲取魔力的附魔方式却很少见，这种技艺可以使术者的攻击距离得到提升，而即使在短距离之内发动的攻击，有时候也可以一瞬间积攒到额外的能量。"
"DOTA_Tooltip_ability_Advanced_Impetus_basic_damage"	"%伤害转换比："
"DOTA_Tooltip_ability_Advanced_Impetus_intelligence_index"	"%智力伤害转换比："
"DOTA_Tooltip_ability_Advanced_Impetus_Note0"	"额外的说明：<br><font color=\"#d9534f\">攻击距离提升仅对远程攻击者有效。</font><br>智力伤害计算：1000距离跟1%的转换比=10倍智力额外伤害"
"DOTA_Tooltip_ability_Advanced_Nature's_Attendants_invisible_radius"	"搜寻范围："
"DOTA_Tooltip_ability_Advanced_Enchant"	"高阶魅惑"
"DOTA_Tooltip_ability_Advanced_Enchant_Description"	"魅惑一个目标，使其在持续时间内减速，且护甲降低，魔法抗性降低。\n【飘忽于然】被魅惑的单位攻击有50%%概率丢失，且对其攻击必中。【是否可驱散：弱驱散】\n【沉醉】持续期间该单位对施法者的所有伤害变为0.【是否可驱散：仅强驱散】"
"DOTA_Tooltip_ability_Advanced_Nature_Attendants"	"高阶自然之助"
"DOTA_Tooltip_ability_Advanced_Nature_Attendants_Description"	"召唤一群小精灵跟随自己，并治疗自己与周围得友军。<br><font color=\"#777777\">该技能书可由击败对应的拥有该技能的boss掉落</font><br>\n【自然而然】 主动效果持续期间，每1秒会以自身为中心对所有友军施加一个弱驱散。\n【森林之子】 永久获得三只小精灵跟随自己。【是否可驱散：不可】"
"DOTA_Tooltip_ability_Advanced_Nature_Attendants_basic_healing"	"基础治疗："
"DOTA_Tooltip_ability_Advanced_Nature_Attendants_intelligence_index"	"智力乘数："
"DOTA_Tooltip_ability_Advanced_Nature_Attendants_number"	"小精灵数量："
"DOTA_Tooltip_ability_Advanced_Nature_Attendants_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Nature_Attendants_Note0"	"额外的说明：<br>每只小精灵每0.7秒治疗一次，搜寻自身周围非满血单位，如果有四个非满血单位，存在十只小精灵，余下的2只将给距离自己最近的两个单位治疗。<br>被动的三只小精灵与主动效果是独立的，同时主动效果召唤的小精灵可以叠加。"
"DOTA_Tooltip_ability_Advanced_Nature_Attendants_radius"	"搜寻范围："
"DOTA_Tooltip_ability_Advanced_Windrun_Note2"	"不受状态抗性影响。"
"DOTA_Tooltip_ability_Advanced_Fire_Blast_Note2"	"眩晕受到状态抗性影响。"
"DOTA_Tooltip_ability_Advanced_Time_Dilation_Note2"	"不受状态抗性影响。"


"DOTA_Tooltip_ability_Primary_MeiYing"	"111"
"DOTA_Tooltip_ability_Primary_MeiYing_Description"	"111"
"DOTA_Tooltip_ability_Primary_MeiYing_Lore"	"1"
"DOTA_Tooltip_ability_Primary_MeiYing_Gong_Ji"	"1"
"DOTA_Tooltip_ability_none_spell_001"	"占用位置"
"DOTA_Tooltip_ability_none_spell_001_Description"	"当敌人携带“磁化”状态到达8秒后，会原地产生一个残岩，下次施放磁化时，3000范围内的残岩都会爆炸，并对周围400范围敌人附加“磁化”，且被残岩影响的敌人受到磁化伤害会提高50%%(无限乘法叠加直到状态结束)。"
