

"DOTA_Tooltip_ability_nil_skill_2"	"------AI技能-------"
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_damage_max"	"最高伤害：攻击力*"
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_slow_min"	"%最低减速："
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_slow_max"	"%最高减速："
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_slow_duration"	"减速持续时间："






"DOTA_Tooltip_modifier_creeps_spell_razor_plasma_field_debuff"                   "等离子场"
"DOTA_Tooltip_modifier_creeps_spell_razor_plasma_field_debuff_Description"       "移动速度减少%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%" 




"DOTA_Tooltip_ability_creeps_spell_razor_Static_Link"	"静电链接"
"DOTA_Tooltip_ability_creeps_spell_razor_Static_Link_Description"	"与目标创建静电链接，偷取目标的攻击力转移给自己。"
"DOTA_Tooltip_ability_creeps_spell_razor_Static_Link_Lore"	"闪电幽魂的极性吸引电流向自身，以汲取对手的力量。"
"DOTA_Tooltip_ability_creeps_spell_razor_Static_Link_Note0"	"额外的说明：每秒最多吸收240点攻击力。"
"DOTA_Tooltip_ability_creeps_spell_razor_Static_Link_bonus_damage"	"每秒吸收攻击力：自身全额攻击力*"
"DOTA_Tooltip_ability_creeps_spell_razor_Static_Link_duration"	"加成持续时间："








"DOTA_Tooltip_modifier_creeps_spell_razor_Static_Link"                   "静电链接"
"DOTA_Tooltip_modifier_creeps_spell_razor_Static_Link_Description"       "攻击力提升%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%" 
"DOTA_Tooltip_modifier_creeps_spell_razor_Static_Link_debuff"                   "静电链接"
"DOTA_Tooltip_modifier_creeps_spell_razor_Static_Link_debuff_Description"       "攻击力降低%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%" 





"DOTA_Tooltip_ability_leshrac_challenge_split_earth"	"撕裂大地"
"DOTA_Tooltip_ability_leshrac_challenge_split_earth_Description"	"撕裂敌人脚下的大地，造成伤害与短暂眩晕。<br><br>【追忆】技能会以5秒间隔额外重复作用数次次，且每次作用范围提升150。"
"DOTA_Tooltip_ability_leshrac_challenge_split_earth_Lore"	"Somnus用他的意志扭曲大自然，撕裂大地摧毁那些挡他路的倒霉鬼。"
"DOTA_Tooltip_ability_leshrac_challenge_split_earth_damage"	"伤害：攻击力*"
"DOTA_Tooltip_ability_leshrac_challenge_split_earth_radius"	"作用范围："
"DOTA_Tooltip_ability_leshrac_challenge_split_earth_max_count"	"总触发次数："
"DOTA_Tooltip_ability_leshrac_challenge_split_earth_duration"	"眩晕时间："


"DOTA_Tooltip_ability_leshrac_challenge_pulse_nova"	"脉冲新星"
"DOTA_Tooltip_ability_leshrac_challenge_pulse_nova_Description"	"Somnus在他周围创造破坏性的能量波，每秒对附近敌方单位造成伤害。<br><br>【追忆】技能会的作用范围与伤害每经过1秒都会增加，最多增加到1100范围与5倍伤害。"
"DOTA_Tooltip_ability_leshrac_challenge_pulse_nova_Lore"	"必要时，受折磨的灵魂能操纵时空本身，毁灭弱小的存在。"
"DOTA_Tooltip_ability_leshrac_challenge_pulse_nova_Note0"	"额外的说明：<br>无。"
"DOTA_Tooltip_ability_leshrac_challenge_pulse_nova_damage"	"伤害：攻击力*"
"DOTA_Tooltip_ability_leshrac_challenge_pulse_nova_radius"	"作用范围："












"DOTA_Tooltip_ability_creeps_spell_Energy_Convergence"	"能量聚合"
"DOTA_Tooltip_ability_creeps_spell_Energy_Convergence_Description"	"当攻击命中敌人时会在敌人身上汇聚火焰，使其每次受到伤害时增加叠加层数相关的伤害。"
"DOTA_Tooltip_ability_creeps_spell_Energy_Convergence_Lore"	"火元素们的看家本领，每个新生的火元素都知晓如何运用自身的元素之力。"
"DOTA_Tooltip_ability_creeps_spell_Energy_Convergence_basic_damage"	"%伤害转换比："
"DOTA_Tooltip_ability_creeps_spell_Energy_Convergence_intelligence_index"	"%攻击力伤害转换比："
"DOTA_Tooltip_ability_creeps_spell_Energy_Convergence_bonus_damage"	"%额外伤害： <font color=\"#d0000f\">叠加次数*攻击力*</font>"
"DOTA_Tooltip_ability_creeps_spell_Energy_Convergence_duration"	"持续时间："
"DOTA_Tooltip_modifier_creeps_spell_Energy_Convergence_debuff"                                       "能量汇聚"
"DOTA_Tooltip_modifier_creeps_spell_Energy_Convergence_debuff_Description"                   "能量汇聚技能携带者对其造成额外%dMODIFIER_PROPERTY_TOOLTIP%%%攻击力伤害"


