"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"【折射+】折射次数加一"
"DOTA_Tooltip_ability_Advanced_Anchor_Smash_note_lv25_2"				"【能量吸收】提升1500点技能攻击力加成，这个效果可以多次提升，也可以与其他两项奥义共存，但解锁了其他奥义后将不再可以继续进行'能量吸收'"
"DOTA_Tooltip_ability_Advanced_Anchor_Smash_note_lv25_3"				"【万钧一击】被动触发时增加的冷却时间增加至2秒，但触发技能后，延迟2秒与4秒后各在1000范围内随机一个点触发一次300范围的洪流，造成技能效果"



"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_lv5"				"【迅疾+】效果提升50%%"
"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_lv10"			"【魔法防护+】效果提升50%%"
"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_lv15"			"【野性狂暴】召唤单位/英雄单位有15/5%%几率在攻击力时触发狂暴,提升100攻击速度,获得10/5%%攻击伤害吸血效果,持续3秒,同个单位有10秒冷却时间(受50%%正面状态持续时间增强影响)"
"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_lv20"			"【野性狂暴+】狂暴期间魔法免疫,攻击速度提升效果增加50%%"
"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_base_Info"      "攻击速度加成:+2/级<br/>"
"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_lv25_1"				"【自主强化】开启自动施法时候召唤出的召唤物不再可操控，但将获得60%%的攻击速度加成"
"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_lv25_2"				"【移魂】召唤物死亡后会将灵魂与周围1000范围内的随机召唤物融合，使其获得自身50%%的攻击力加成(这个召唤单位的当前生命值需要大于1000，同个单位最多获得10次加成)"
"DOTA_Tooltip_ability_Advanced_Inner_Beast_note_lv25_3"				"【身体觉醒】召唤物将可以无视移速限制，同时移速提升80%%,攻速提升25%%"






"DOTA_Tooltip_ability_Advanced_Soul_Link_note_lv5"				"【能量涌动+】触发几率提升至40%%"
"DOTA_Tooltip_ability_Advanced_Soul_Link_note_lv10"			"【伤害迁移+】计算170%%的伤害"
"DOTA_Tooltip_ability_Advanced_Soul_Link_note_lv15"			"【灵魂升华】如果【伤害迁移】致死，那么治疗自身10%%最大生命值"
"DOTA_Tooltip_ability_Advanced_Soul_Link_note_lv20"			"【领域展开】展开1500范围的光环，光环内的名下召唤物获得20%%伤害减免与20%%伤害增加"
"DOTA_Tooltip_ability_Advanced_Soul_Link_note_base_Info"      "召唤增强：+0.8%%/级<br/>"
"DOTA_Tooltip_ability_Advanced_Soul_Link_note_lv25_1"				"【能量衍生】每召唤出一只召唤物，使自身提供的召唤增强增加1%%（非线性），持续时间为召唤技能的冷却时间，不被正面状态增强影响"
"DOTA_Tooltip_ability_Advanced_Soul_Link_note_lv25_2"				"【不灭体】召唤物将获得被召唤时，施法者名下召唤物数量*3%%的伤害抗性，但在20秒内逐渐减少至0,初始抗性最高为130%%"
"DOTA_Tooltip_ability_Advanced_Soul_Link_note_lv25_3"				"【灵魂变迁】触发'灵魂升华'时，还将暂时性提升自身5点全属性，持续60秒，被正面状态加成影响，最多50层"



"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_lv5"				"【血肉献祭+】吸收英雄的属性翻倍，吸收普通单位的属性提高50%%"
"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_lv10"			"【过往的记忆+】每次攻击都为快速的三连击"
"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_lv15"			"【过度献祭】克里斯将获得召唤者50%%的攻击速度，这一部分攻击速度在召唤过期时返还(最多200点)"
"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_lv20"			"【高阶恶魔之血】血量低于20%%以后，会陷入疯狂，强制被攻击到的单位攻击自己，自身获得80%%减伤（持续3s），血量越少减伤越高，最大99%%"
"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_base_Info"      "继承：+2%%/级<br/>"
"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_lv25_1"				"【完美战士】对于力量/敏捷/智力召唤者，攻击附带自身 最大生命值*0.05的纯粹伤害/全额攻击力*1的物理伤害/召唤者最大魔法*0.1的魔法伤害"
"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_lv25_2"				"【死亡祭奠】被吸取属性的普通单位将死亡，但获得20%%的属性且数量上限提升至25"
"DOTA_Tooltip_ability_Advanced_summon_Dave_Chisnall_note_lv25_3"				"【拉塔恩的追忆·唤星】克里斯的攻击有10%%几率(被召唤者概率事件加成影响)可以召唤出一颗陨石砸向目标，对其所在区域400范围的敌人造成全额攻击力*3的伤害，并在3秒内受到重力的作用减缓90%%的移动速度。每5秒的第一次攻击必定触发"

"DOTA_Tooltip_ability_Advanced_summon_wolves_note_lv5"				"【种族链接+】还将治疗召唤者"
"DOTA_Tooltip_ability_Advanced_summon_wolves_note_lv10"			"【迅疾+】狼的攻击间隔降低至1/s"
"DOTA_Tooltip_ability_Advanced_summon_wolves_note_lv15"			"【狼群】召唤数量加1"
"DOTA_Tooltip_ability_Advanced_summon_wolves_note_lv20"			"【狼群+】将出现头领，头领继承属性提高50%%"
"DOTA_Tooltip_ability_Advanced_summon_wolves_note_base_Info"      "攻击力继承：+2%/级<br/>生命值继承：+1%/级<br/>"
"DOTA_Tooltip_ability_Advanced_summon_wolves_note_lv25_1"				"【协同作战】'种族链接'的恢复效果提升至35%%，头领将获得光环，使周围600范围的友方召唤物攻击敌人时有30%%几率附带自身的攻击,该效果可以叠加，意味着两只头领效果叠加存在"
"DOTA_Tooltip_ability_Advanced_summon_wolves_note_lv25_2"				"【繁殖】狼群每击杀一名敌人则累计一点能量，每25点可以额外召唤出一头幼狼，仅继承50%%的属性，在战斗回合每使用8次技能，可以使一头幼狼永久变为成年体。最多额外召唤五头"
"DOTA_Tooltip_ability_Advanced_summon_wolves_note_lv25_3"				"【血夜之眼】在夜晚时狼群的继承属性提升50%%并获得嚎叫技能（召唤时），攻击速度提升200（召唤后）"

"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_lv5"				"【分则能成+】分裂的单位将额外获得30%%属性加成"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_lv10"			"【太初之能+】每0.7秒提升一次"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_lv15"			"【能量汲取】虚灵体造成的伤害的10%%将恢复施法者的生命值(视为施法者的吸血效果)"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_lv20"			"【分则能成++】分裂次数再次加1"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_base_Info"      "吸取属性：+0.5%/级<br/>"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_lv25_1"				"【虚空坠陷】可以开启自动施法，在此状态下虚灵体死亡时会生成一个小型的坍缩点，每秒对周围400范围敌人造成智力两倍的魔法伤害，当周围600范围内存在多个坍缩点时，坍缩点将汇聚到一起，并增加30%%的伤害（线性叠加，最多到达500%%），当同时存在的坍缩点大于6时，将移除最初的一个坍缩点"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_lv25_2"				"【微型凋零】虚灵体死亡分裂时或者死亡时在原地产生一个400范围的午夜凋零效果，持续2秒，如果施法者没拥有高阶午夜凋零则不会触发"
"DOTA_Tooltip_ability_Advanced_Demonic_Conversion_note_lv25_3"				"【太虚神力】虚灵体的将无法再分裂，但继承属性提升1倍，虚灵体的持续时间为2倍，同时'太初之能'的累计速度提升一倍"

"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_lv5"				"【增殖体+】增殖体继承属性提升至70%%"
"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_lv10"			"【毒液腐蚀+】腐蚀效果提升50%%"
"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_lv15"			"【魔法免疫】将获得魔法免疫效果"
"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_lv20"			"【远射】获得等同于施法者攻击距离的射程提升(最少为400点)"
"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_base_Info"      "攻击继承：+1%/级<br/>"
"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_lv25_1"				"【完整增值】增殖体完全继承属性，同时攻击继承额度提升50%%"
"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_lv25_2"				"【完全体】不再产生增殖体，但本体将获得3倍继承效果"
"DOTA_Tooltip_ability_Advanced_Plague_Ward_note_lv25_3"				"【进化】当召唤的剧毒守卫被击杀后，将增加一点进化额度，每到达50时增殖体的属性继承提升至90%%，100时腐蚀效果提升为两倍(UI面板不显示)，150时获得40%%的防御继承，200时远射的最低效果提升至750"

"DOTA_Tooltip_ability_Advanced_return_note_lv5"				"【借力打力+】附加伤害值提升至18%%"
"DOTA_Tooltip_ability_Advanced_return_note_lv10"			"【领域反击+】反击效果提升至75%%"
"DOTA_Tooltip_ability_Advanced_return_note_lv15"			"【全属性附加】反击伤害额外增加敏捷与智力的30%%"
"DOTA_Tooltip_ability_Advanced_return_note_lv20"			"【生命附加】反击伤害附加自身生命最大值的1%%"
"DOTA_Tooltip_ability_Advanced_return_note_base_Info"      "基础伤害：+2/级<br/>力量乘数：+0.015/级<br/>"
"DOTA_Tooltip_ability_Advanced_return_note_lv25_1"				"【太极生两仪】可以开启自动施法，在自动施法状态时可以切换阴阳两极，每隔10秒自动切换一次状态，处于阳极时反击伤害提高300%%,处于阴极时则失去反击伤害，但每秒恢复最大生命值的7%%。(不影响友军效果)"
"DOTA_Tooltip_ability_Advanced_return_note_lv25_2"				"【分而治之】反击伤害将总是攻击同一名目标，该名目标为最初攻击的敌人，当目标死亡后才会切换目标，同时对此目标的反击伤害每次提高1%%,最多到达500%%"
"DOTA_Tooltip_ability_Advanced_return_note_lv25_3"				"【卸甲】反击生效时将削减目标2点防御力，独立叠加持续60秒，最多50层，被状态抗性与负面状态持续时间增强影响"

"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_lv5"				"【本源撼动+】敌人少于5名即可产生效果，将忽略目标90%%不利于自身的状态抗性"
"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_lv10"			"【震撼大地+】在7秒后产生第三次效果，仅造成70%%伤害"
"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_lv15"			"【能量汇聚】每影响一名敌人，在18秒内提升5点力量，但最多10层（不被正面状态持续时间增强影响,可被强驱散）"
"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_lv20"			"【晕五个】对五个目标以上的敌人造成眩晕时将有50%%几率不进入冷却"
"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_base_Info"      "基础伤害：+15/级<br/>力量乘数：+0.15/级<br/>"
"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_lv25_1"				"【大地共鸣】释放时将使所有拥有地震的友军触发次地震"
"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_lv25_2"				"【毁灭】'震撼大地'触发次数提升至8，触发间隔为5秒，将变更为触发在释放点而不是跟随施法者"
"DOTA_Tooltip_ability_Advanced_hoof_stomp_note_lv25_3"				"【大地巨人的压制】失去‘震撼大地’效果，变更为点目标技能，可以朝一个方向释放，并沿途产生3次技能效果，每次皆可以触发其他所有效果,但'晕五个'触发几率下降至10%%"

"DOTA_Tooltip_ability_Advanced_Untouchable_note_lv5"				"【魔力抗拒+】持续时间提升至30秒"
"DOTA_Tooltip_ability_Advanced_Untouchable_note_lv10"			"【生命回赠+】受到致命的伤害时有90%%可以保留1点生命且治疗自己等同于伤害量的生命"
"DOTA_Tooltip_ability_Advanced_Untouchable_note_lv15"			"【无视抗性】技能所有效果无视魔法免疫"
"DOTA_Tooltip_ability_Advanced_Untouchable_note_lv20"			"【圣洁】当主效果叠加至10的倍数层时，破坏目标被动效果，造成缴械与沉默，持续3秒(不被状态抗性与负面状态持续时间增强增强影响)"
"DOTA_Tooltip_ability_Advanced_Untouchable_note_base_Info"      "基础攻速减缓：+1/级<br/>"
"DOTA_Tooltip_ability_Advanced_Untouchable_note_lv25_1"				"【归零】当敌人累计层数到达35时将可以消耗25层点数，并对其周围500范围内至多3名敌人造成自身主属性*10的魔法伤害"
"DOTA_Tooltip_ability_Advanced_Untouchable_note_lv25_2"				"【倾国倾城】仅魅惑魔女可以学习，将使得学习技能/技能升阶的价格变为15%%(不会与天赋叠加)"
"DOTA_Tooltip_ability_Advanced_Untouchable_note_lv25_3"				"【倾国倾城·改】任何人都可以解锁，可以使得高阶技能的升级开销减少50%%（可以与魅惑魔女天赋叠加）"

"DOTA_Tooltip_ability_Advanced_astral_step_note_lv5"				"【太虚+】持续时间提升2秒"
"DOTA_Tooltip_ability_Advanced_astral_step_note_lv10"			"【位相共轭+】触发间隔降低至0.2秒"
"DOTA_Tooltip_ability_Advanced_astral_step_note_lv15"			"【精神体共振】太虚印记爆炸时将对200范围内其他目标造成50%%的伤害"
"DOTA_Tooltip_ability_Advanced_astral_step_note_lv20"			"【通脉】不再消耗法力，转而返回150点法力"
"DOTA_Tooltip_ability_Advanced_astral_step_note_base_Info"      "太虚印记基础伤害+15/级<br/>太虚印记智力乘数：+0.15/级<br/>"
"DOTA_Tooltip_ability_Advanced_astral_step_note_lv25_1"				"【虚无行者】'位相共轭'冷却时间变为一帧"
"DOTA_Tooltip_ability_Advanced_astral_step_note_lv25_2"				"【位面之径】使用技能有60%%几率不消耗能量点数"
"DOTA_Tooltip_ability_Advanced_astral_step_note_lv25_3"				"【无玄的传承】'位相共轭'效果附带技能的50%%伤害"

"DOTA_Tooltip_ability_Advanced_dissimilate_note_lv5"				"【多重维度+】相位时间增加至3秒，且相位期间可以施法"
"DOTA_Tooltip_ability_Advanced_dissimilate_note_lv10"			"【同步异化+】每选择一个灵扉，伤害增加5%%(可超过3个)"
"DOTA_Tooltip_ability_Advanced_dissimilate_note_lv15"			"【多重维度++】每圈生成灵扉增加50%%，相位时间增加1秒"
"DOTA_Tooltip_ability_Advanced_dissimilate_note_lv20"			"【异步化】相位期间技能施法消耗减少70%%"
"DOTA_Tooltip_ability_Advanced_dissimilate_note_base_Info"      "基础伤害：+15/级<br/>智力乘数：+0.15/级<br/>"
"DOTA_Tooltip_ability_Advanced_dissimilate_note_lv25_1"				"【同调】技能变更为不可刷新技能，冷却时间提升至30秒，但相位时间提升至10秒且可以攻击敌人"
"DOTA_Tooltip_ability_Advanced_dissimilate_note_lv25_2"				"【无限维度】每次切换灵扉时还将提升5%%的伤害（与'同步异化'乘法计算），同时'同步异化'的最大灵扉数量提升至6"
"DOTA_Tooltip_ability_Advanced_dissimilate_note_lv25_3"				"【虚无之军】使用技能时可以将周围1000范围内友军召唤物带入相位状态，召唤物将可以攻击，同时每带入一只召唤物将使技能伤害值提高20%%"


"DOTA_Tooltip_ability_Advanced_aether_remnant_note_lv5"				"【残能+】触发次数加1"
"DOTA_Tooltip_ability_Advanced_aether_remnant_note_lv10"			"【连结+】触发数量加1"
"DOTA_Tooltip_ability_Advanced_aether_remnant_note_lv15"			"【多维】在目标地点产生一个观察相反方向的残阴,但是伤害降低50%%,控制效果降低50%%（包括主效果）"
"DOTA_Tooltip_ability_Advanced_aether_remnant_note_lv20"			"【守望者】残像存在时间加10秒，且只要残像存在，每经过10秒可以增加一次触发机会"
"DOTA_Tooltip_ability_Advanced_aether_remnant_note_base_Info"      "基础伤害：+15/级<br/>智力乘数：+0.1/级<br/>"
"DOTA_Tooltip_ability_Advanced_aether_remnant_note_lv25_1"				"【永续幻影】残像的存续时间加倍，即使触发次数消耗完残像也不会消失"
"DOTA_Tooltip_ability_Advanced_aether_remnant_note_lv25_2"				"【分解与重组】每次触发技能效果时将在残像所在位置触发一次粒子分解，对400范围内敌人生命平均百分比*自身最大魔法值*30%%的伤害"
"DOTA_Tooltip_ability_Advanced_aether_remnant_note_lv25_3"				"【维度重合】失去'多维'效果，转变为被动技能，每5次攻击将召唤出一具残像到目标位置，内置冷却0.7秒，不受冷却缩减影响"
